openalex_id,doi,pmid,title,publication_year,abstract,abstract_chars,abstract_source,abstract_word_count,concepts,topics,mesh_headings,mesh_species
https://openalex.org/W4220977956,https://doi.org/10.3390/ijms23073569,35408928,Effect of Metformin on T2D-Induced MAM Ca2+ Uncoupling and Contractile Dysfunction in an Early Mouse Model of Diabetic HFpEF,2022,"Diabetic cardiomyopathy (DCM) is a leading complication in type 2 diabetes patients. Recently, we have shown that the reticulum-mitochondria Ca2+ uncoupling is an early and reversible trigger of the cardiac dysfunction in a diet-induced mouse model of DCM. Metformin is a first-line antidiabetic drug with recognized cardioprotective effect in myocardial infarction. Whether metformin could prevent the progression of DCM remains not well understood. We therefore investigated the effect of a chronic 6-week metformin treatment on the reticulum-mitochondria Ca2+ coupling and the cardiac function in our high-fat high-sucrose diet (HFHSD) mouse model of DCM. Although metformin rescued the glycemic regulation in the HFHSD mice, it did not preserve the reticulum-mitochondria Ca2+ coupling either structurally or functionally. Metformin also did not prevent the progression towards cardiac dysfunction, i.e., cardiac hypertrophy and strain dysfunction. In summary, despite its cardioprotective role, metformin is not sufficient to delay the progression to early DCM.",1066,pubmed,148,Metformin:0.9562; Diabetic cardiomyopathy:0.7431; Medicine:0.6956; Internal medicine:0.6282; Mitochondrion:0.5886; Endocrinology:0.5493; Cardiomyopathy:0.5078; Heart failure:0.4796; Diabetes mellitus:0.4624; Type 2 diabetes:0.4452; Fibrosis:0.4135; Pharmacology:0.3675; Cardiology:0.3562; Biology:0.1892; Cell biology:0,"Metabolism, Diabetes, and Cancer:0.9997; Cardiovascular Function and Risk Factors:0.9995; Pancreatic function and diabetes:0.9989","Animals; Diabetes Mellitus, Type 2; Diabetic Cardiomyopathies; Disease Models, Animal; Heart Failure; Humans; Metformin; Mice; Stroke Volume",Humans; Mice
https://openalex.org/W4402898194,https://doi.org/10.1111/micc.12888,39325678,<scp>PDE9A</scp> Inhibition Improves Coronary Microvascular Rarefaction and Left Ventricular Diastolic Dysfunction in the <scp>ZSF1</scp> Rat Model of <scp>HFpEF</scp>,2024,"OBJECTIVE: Heart failure with preserved ejection fraction (HFpEF) commonly arises from comorbid diseases, such as hypertension, obesity, and diabetes mellitus. Selective inhibition of phosphodiesterase 9A (PDE9A) has emerged as a potential therapeutic approach for treating cardiometabolic diseases. Coronary microvascular disease (CMD) is one of the key mechanisms contributing to the development of left ventricular (LV) diastolic dysfunction in HFpEF. Our study aimed to investigate the mechanisms by which PDE9A inhibition could ameliorate CMD and improve LV diastolic function in HFpEF. METHODS AND RESULTS: The obese diabetic Zucker fatty/spontaneously hypertensive heart failure F1 hybrid (ZSF1) rat model of HFpEF was employed in which it was found that a progressively developing coronary microvascular rarefaction is associated with LV diastolic dysfunction when compared to lean, nondiabetic hypertensive controls. Obese ZSF1 rats had an increased cardiac expression of PDE9A. Treatment of obese ZSF1 rats with the selective PDE9A inhibitor, PF04447943 (3 mg/kg/day, oral gavage for 2 weeks), improved coronary microvascular rarefaction and LV diastolic dysfunction, which was accompanied by reduced levels of oxidative and nitrosative stress markers, hydrogen peroxide, and 3-nitrotyrosine. Liquid chromatography-mass spectrometry (LC-MS) proteomic analysis identified peroxiredoxins (PRDX) as downregulated antioxidants in the heart of obese ZSF1 rats, whereas Western immunoblots showed that the protein level of PRDX5 was significantly increased by the PF04447943 treatment. CONCLUSIONS: Thus, in the ZSF1 rat model of human HFpEF, PDE9A inhibition improves coronary vascular rarefaction and LV diastolic dysfunction, demonstrating the usefulness of PDE9A inhibitors in ameliorating CMD and LV diastolic dysfunction through augmenting PRDX-dependent antioxidant mechanisms.",1888,pubmed,251,Medicine:0.8428; Heart failure with preserved ejection fraction:0.8081; Diastole:0.7009; Cardiology:0.6993; Internal medicine:0.675; Heart failure:0.6662; Nitrotyrosine:0.4504; Endothelial dysfunction:0.414; Ejection fraction:0.4036; Endocrinology:0.3495; Blood pressure:0.285; Nitric oxide:0.0864; Nitric oxide synthase:0,Phosphodiesterase function and regulation:0.9904; Protein Kinase Regulation and GTPase Signaling:0.0015; Cardiac Fibrosis and Remodeling:0.0014,"Animals; Rats; Ventricular Dysfunction, Left; Rats, Zucker; Disease Models, Animal; Heart Failure; Male; Microvascular Rarefaction; 3',5'-Cyclic-AMP Phosphodiesterases","Rats; Rats, Zucker"
https://openalex.org/W4377091284,https://doi.org/10.1152/ajpheart.00038.2023,37204871,Characterization of a robust mouse model of heart failure with preserved ejection fraction,2023,"Heart failure (HF) is a leading cause of morbidity and mortality particularly in older adults and patients with multiple metabolic comorbidities. Heart failure with preserved ejection fraction (HFpEF) is a clinical syndrome with multisystem organ dysfunction in which patients develop symptoms of HF as a result of high left ventricular (LV) diastolic pressure in the context of normal or near normal LV ejection fraction (LVEF; ≥50%). Challenges to create and reproduce a robust rodent phenotype that recapitulates the multiple comorbidities that exist in this syndrome explain the presence of various animal models that fail to satisfy all the criteria of HFpEF. Using a continuous infusion of angiotensin II and phenylephrine (ANG II/PE), we demonstrate a strong HFpEF phenotype satisfying major clinically relevant manifestations and criteria of this pathology, including exercise intolerance, pulmonary edema, concentric myocardial hypertrophy, diastolic dysfunction, histological signs of microvascular impairment, and fibrosis. Conventional echocardiographic analysis of diastolic dysfunction identified early stages of HFpEF development and speckle tracking echocardiography analysis including the left atrium (LA) identified strain abnormalities indicative of contraction-relaxation cycle impairment. Diastolic dysfunction was validated by retrograde cardiac catheterization and analysis of LV end-diastolic pressure (LVEDP). Among mice that developed HFpEF, two major subgroups were identified with predominantly perivascular fibrosis and interstitial myocardial fibrosis. In addition to major phenotypic criteria of HFpEF that were evident at early stages of this model (3 and 10 days), accompanying RNAseq data demonstrate activation of pathways associated with myocardial metabolic changes, inflammation, activation of extracellular matrix (ECM) deposition, microvascular rarefaction, and pressure- and volume-related myocardial stress.NEW & NOTEWORTHY Heart failure with preserved ejection fraction (HFpEF) is an emerging epidemic affecting up to half of patients with heart failure. Here we used a chronic angiotensin II/phenylephrine (ANG II/PE) infusion model and instituted an updated algorithm for HFpEF assessment. Given the simplicity in generating this model, it may become a useful tool for investigating pathogenic mechanisms, identification of diagnostic markers, and for drug discovery aimed at both prevention and treatment of HFpEF.",2460,pubmed,330,Ejection fraction:0.7413; Fraction (chemistry):0.6577; Heart failure:0.6029; Internal medicine:0.5079; Cardiology:0.4838; Characterization (materials science):0.4593; Medicine:0.3429; Materials science:0.2469; Chemistry:0.2382; Chromatography:0.1431; Nanotechnology:0.0714,Cardiovascular Function and Risk Factors:0.9981; Receptor Mechanisms and Signaling:0.9973; Adipose Tissue and Metabolism:0.997,"Animals; Mice; Heart Failure; Stroke Volume; Angiotensin II; Ventricular Function, Left; Cardiomyopathies; Disease Models, Animal; Fibrosis; Phenylephrine",Mice
https://openalex.org/W4205879225,https://doi.org/10.3389/fcvm.2021.809885,35097026,A Preclinical Rat Model of Heart Failure With Preserved Ejection Fraction With Multiple Comorbidities,2022,"Heart failure with preserved ejection fraction (HFpEF) is a common complex clinical syndrome for which there are currently few evidence-based therapies. As patients with HFpEF very often present with comorbidities comprising the metabolic syndrome, we hypothesized, that metabolic syndrome could lead over time to the development of diastolic dysfunction and HFpEF. Obesity-prone rats were exposed to high-fat diet and compared to obesity-resistant rats fed with standard chow. Phenotyping of metabolic syndrome, associated with echocardiographic and cardiac hemodynamic measurements, was performed after 4 and 12 months. Blood and myocardial tissue sampling were performed for pathobiological evaluation. High-fat diet in obesity-prone rats elicited metabolic syndrome, characterized by increased body and abdominal fat weights, glucose intolerance and hyperlipidemia, as well as increased left ventricular (LV) systolic pressure (after 12 months). This was associated with LV diastolic dysfunction (assessed by increased LV end-diastolic pressure) and pulmonary hypertension (assessed by increased right ventricular systolic pressure). Echocardiography revealed significant concentric LV hypertrophy, while LV ejection fraction was preserved. LV remodeling was associated with cardiomyocyte hypertrophy, as well as myocardial and perivascular fibrosis. Circulating levels of soluble ST2 (the interleukin-1 receptor-like) markedly increased in rats with HFpEF, while plasma NT-proBNP levels decreased. RNA-sequencing analysis identified clusters of genes implicated in fatty acid metabolism and calcium-dependent contraction as upregulated pathways in the myocardium of rats with HFpEF. High-fat diet during 12 months in obesity-prone rats led to the development of a relevant preclinical model of HFpEF with multiple comorbidities, suitable for investigating novel therapeutic interventions.",1893,pubmed,247,Medicine:0.8659; Heart failure with preserved ejection fraction:0.8239; Internal medicine:0.8045; Cardiology:0.7456; Heart failure:0.7089; Ejection fraction:0.6739; Metabolic syndrome:0.5968; Diastole:0.5605; Blood pressure:0.5177; Concentric hypertrophy:0.4512; Left ventricular hypertrophy:0.4429; Muscle hypertrophy:0.4377; Obesity:0.3937; Endocrinology:0.3865,Cardiovascular Function and Risk Factors:1.0; Cardiovascular Disease and Adiposity:0.9975; Heart Failure Treatment and Management:0.9969,,
https://openalex.org/W3212386067,https://doi.org/10.1007/s10741-021-10184-9,34751846,Large animal models of heart failure with preserved ejection fraction,2021,"Heart failure with preserved ejection fraction (HFpEF) is characterized by diastolic dysfunction and multiple comorbidities. The number of patients is continuously increasing, with no improvement in its unfavorable prognosis, and there is a strong need for novel treatments. New devices and drugs are difficult to assess at the translational preclinical step due to the lack of high-fidelity large animal models of HFpEF. In this review, we describe the summary of historical and evolving techniques for developing large animal models. The representative methods are pressure overload models, including (1) aortic banding, (2) aortic stent, (3) renal hypertension, and (4) mineralocorticoid-induced hypertension. Diet-induced metabolic syndromes are also used. A new technique with an inflatable balloon inside the left ventricle can be used during acute/chronic in vivo surgeries to simulate HFpEF-like hemodynamics for pump-based therapies. Canines and porcine are most widely used, but other non-rodent animals (sheep, non-human primates, felines, or calves) have been used. Feline models present the most well-simulated HFpEF pathology, but small size is a concern, and the information is still very limited. The rapid and reliable establishment of large animal models for HFpEF, and novel methodology based on the past experimental attempts with large animals, are needed.",1377,pubmed,198,Medicine:0.8795; Heart failure with preserved ejection fraction:0.7732; Heart failure:0.7061; Pressure overload:0.6636; Cardiology:0.6315; Ventricle:0.6307; Ejection fraction:0.6199; Internal medicine:0.5607; Animal model:0.4502; Diastole:0.4431; Blood pressure:0.3269; Cardiac hypertrophy:0.086,Cardiovascular Function and Risk Factors:0.9999; Heart Failure Treatment and Management:0.9991; Mechanical Circulatory Support Devices:0.9949,"Animals; Cats; Cattle; Disease Models, Animal; Dogs; Heart Failure; Heart Ventricles; Humans; Sheep; Stroke Volume; Swine; Ventricular Function, Left",Cats; Dogs; Humans; Sheep; Swine
https://openalex.org/W4221110597,https://doi.org/10.1016/j.yjmcc.2022.03.004,35318042,A ‘Swine Time’ for HFpEF: Multiple animal models for a myriad of clinical phenotypes,2022,,0,,0,Heart failure with preserved ejection fraction:0.886; Medicine:0.6315; Heart failure:0.6252; Disease:0.5568; Cardiology:0.4777; Internal medicine:0.4224; Ejection fraction:0.3431,Heart Failure Treatment and Management:0.9992; Cardiovascular Function and Risk Factors:0.9991; Mechanical Circulatory Support Devices:0.986,"Animals; Disease Models, Animal; Heart Failure; Phenotype; Stroke Volume; Swine",Swine
https://openalex.org/W3025303888,https://doi.org/10.1016/j.cardfail.2020.04.017,32417378,"High-Choline Diet Exacerbates Cardiac Dysfunction, Fibrosis, and Inflammation in a Mouse Model of Heart Failure With Preserved Ejection Fraction",2020,"BACKGROUND: Trimethylamine N-oxide, a gut microbe-dependent metabolite of dietary choline and other trimethylamine-containing nutrients, has been associated with a poor prognosis for patients with cardiovascular disease. However, the role and underlying mechanisms of trimethylamine N-oxide in the cardiac function of patients with heart failure with preserved ejection fraction (HFpEF) have not been elucidated. METHODS AND RESULTS: C57BL/6 mice were fed a normal diet, high-choline (1.2%) diet, and/or 3-dimethyl-1-butanol diet 3 weeks before the operation (uninephrectomy followed by a continuous saline or aldosterone infusion). Mice were assessed for 4 weeks after the operation. Echocardiographic and hemodynamic measurements were performed. Blood samples were evaluated for choline, trimethylamine N-oxide, and inflammatory factor levels. Left ventricular tissues were collected to assess myocardial fibrosis and inflammation. Left ventricular hypertrophy, pulmonary congestion, and diastolic dysfunction were markedly exacerbated in HFpEF mice fed high-choline diets compared with mice fed the control diet. Myocardial fibrosis and inflammation were markedly increased in HFpEF mice fed high-choline diets compared with animals fed the control diet. Additionally, 3,3-dimethyl-1-butanol DMB markedly ameliorated cardiac diastolic dysfunction, myocardial fibrosis and inflammation in the choline-fed HFpEF mice. CONCLUSIONS: A high-choline diet exacerbates cardiac dysfunction, myocardial fibrosis, and inflammation in HFpEF mice, and 3,3-dimethyl-1-butanol ameliorates the high-choline diet-induced cardiac remodeling.",1626,pubmed,204,Medicine:0.9541; Ejection fraction:0.8691; Heart failure:0.7738; Fibrosis:0.6759; Inflammation:0.652; Cardiology:0.6487; Internal medicine:0.6274; Cardiac dysfunction:0.4536; Choline:0.4165,Cardiovascular Function and Risk Factors:0.3427; Folate and B Vitamins Research:0.1266; Metabolism and Genetic Disorders:0.0662,"Animals; Choline; Diet; Fibrosis; Heart Failure; Humans; Inflammation; Mice; Mice, Inbred C57BL; Stroke Volume","Humans; Mice; Mice, Inbred C57BL"
https://openalex.org/W2795751760,https://doi.org/10.1097/fjc.0000000000000561,29620605,Captopril Attenuates Cardiovascular and Renal Disease in a Rat Model of Heart Failure With Preserved Ejection Fraction,2018,"Heart failure with preserved ejection fraction (HFpEF), a prevalent form of heart failure, is frequently accompanied by the metabolic syndrome and kidney disease. Because current treatment options of HFpEF are limited, evaluation of therapies in experimental models of HFpEF with the metabolic syndrome and kidney disease is needed. In this study, we evaluated the effects of captopril, furosemide, and their combination in aged, obese ZSF1 rats, an animal model of HFpEF with the metabolic syndrome and chronic kidney disease as comorbidities. Captopril (100 mg/kg), furosemide (50 mg/kg), or their combination was administered orally to obese ZSF1 rats aged 20 to 44 weeks. Untreated ZSF1 rats served as controls. After 24 weeks of treatment, captopril significantly lowered systemic blood pressure and attenuated HFpEF as evidenced by significantly reduced left ventricular end diastolic pressures (10.5 ± 1.4 vs. 4.9 ± 1.3 mm Hg in Control vs. Captopril, respectively) and significantly lower left ventricular relaxation time constants (28.1 ± 2.9 vs. 18.3 ± 3.1 ms in Control vs. Captopril, respectively). The captopril-induced improvement in left ventricular function was associated with reduced cardiac hypertrophy, ischemia, necrosis, and vasculitis. Captopril also increased renal blood flow and glomerular filtration rate, reduced renal vascular resistance and proteinuria, and improved renal histology (ie, reduced renal hypertrophy, glomerulosclerosis, and tubular atrophy/dilation). Furosemide alone provided little benefit; moreover, furosemide did not augment the therapeutic benefits of captopril. This study suggests that chronic administration of captopril, but not furosemide, could be beneficial in patients with HFpEF, particularly in those with comorbidities such as obesity, diabetes, and dyslipidemias.",1826,pubmed,256,Captopril:0.9059; Medicine:0.8422; Internal medicine:0.6818; Furosemide:0.6395; Heart failure with preserved ejection fraction:0.5846; Heart failure:0.5767; Left ventricular hypertrophy:0.5582; Cardiology:0.5394; Ejection fraction:0.4843; Renal function:0.4633; Kidney disease:0.4271; Endocrinology:0.3874; Blood pressure:0.3764,Cardiovascular Function and Risk Factors:0.9998; Heart Failure Treatment and Management:0.9993; Diabetes Treatment and Management:0.9903,"Angiotensin-Converting Enzyme Inhibitors; Animals; Blood Pressure; Captopril; Comorbidity; Disease Models, Animal; Diuretics; Drug Therapy, Combination; Furosemide; Glomerular Filtration Rate; Heart Failure; Kidney; Male; Metabolic Syndrome; Rats, Zucker; Renal Circulation; Renal Insufficiency, Chronic; Renin-Angiotensin System; Stroke Volume; Ventricular Function, Left; Ventricular Pressure","Rats, Zucker"
https://openalex.org/W3112454773,https://doi.org/10.1002/ehf2.13142,33350094,Muscular Changes in Animal Models of Heart Failure with Preserved Ejection Fraction: What Comes Closest to the Patient?,2020,"AIMS: Heart failure with preserved ejection fraction (HFpEF) is associated with reduced exercise capacity elicited by skeletal muscle (SM) alterations. Up to now, no clear medical treatment advice for HFpEF is available. Identification of the ideal animal model mimicking the human condition is a critical step in developing and testing treatment strategies. Several HFpEF animals have been described, but the most suitable in terms of comparability with SM alterations in HFpEF patients is unclear. The aim of the present study was to investigate molecular changes in SM of three different animal models and to compare them with alterations of muscle biopsies obtained from human HFpEF patients. METHODS AND RESULTS: Skeletal muscle tissue was obtained from HFpEF and control patients and from three different animal models including the respective controls-ZSF1 rat, Dahl salt-sensitive rat, and transverse aortic constriction surgery/deoxycorticosterone mouse. The development of HFpEF was verified by echocardiography. Protein expression and enzyme activity of selected markers were assessed in SM tissue homogenates. Protein expression between SM tissue obtained from HFpEF patients and the ZSF1 rats revealed similarities for protein markers involved in muscle atrophy (MuRF1 expression, protein ubiquitinylation, and LC3) and mitochondrial metabolism (succinate dehydrogenase and malate dehydrogenase activity, porin expression). The other two animal models exhibited far less similarities to the human samples. CONCLUSIONS: None of the three tested animal models mimics the condition in HFpEF patients completely, but among the animal models tested, the ZSF1 rat (ZSF1-lean vs. ZSF1-obese) shows the highest overlap to the human condition. Therefore, when studying therapeutic interventions to treat HFpEF and especially alterations in the SM, we suggest that the ZSF1 rat is a suitable model.",1901,pubmed,272,Medicine:0.7516; Heart failure:0.7117; Heart failure with preserved ejection fraction:0.6609; Internal medicine:0.5995; Cardiology:0.563; Ejection fraction:0.4941; Exercise intolerance:0.4692; Skeletal muscle:0.4565; Endocrinology:0.4157; Atrophy:0.4115,Cardiovascular Function and Risk Factors:0.5837; Cardiovascular and exercise physiology:0.116; Cardiac Fibrosis and Remodeling:0.1027,"Animals; Disease Models, Animal; Heart Failure; Humans; Mice; Muscle, Skeletal; Rats; Rats, Inbred Dahl; Stroke Volume","Humans; Mice; Rats; Rats, Inbred Dahl"
https://openalex.org/W4399438751,https://doi.org/10.1161/circheartfailure.123.011107,38847102,Empagliflozin Improves Diastolic Function in HFpEF by Restabilizing the Mitochondrial Respiratory Chain,2024,"BACKGROUND: Clinical studies demonstrated beneficial effects of sodium-glucose-transporter 2 inhibitors on the risk of cardiovascular death in patients with heart failure with preserved ejection fraction (HFpEF). However, underlying processes for cardioprotection remain unclear. The present study focused on the impact of empagliflozin (Empa) on myocardial function in a rat model with established HFpEF and analyzed underlying molecular mechanisms. METHODS: Obese ZSF1 (Zucker fatty and spontaneously hypertensive) rats were randomized to standard care (HFpEF, n=18) or Empa (HFpEF/Empa, n=18). ZSF1 lean rats (con, n=18) served as healthy controls. Echocardiography was performed at baseline and after 4 and 8 weeks, respectively. After 8 weeks of treatment, hemodynamics were measured invasively, mitochondrial function was assessed and myocardial tissue was collected for either molecular and histological analyses or transmission electron microscopy. RESULTS: In HFpEF Empa significantly improved diastolic function (E/é: con: 17.5±2.8; HFpEF: 24.4±4.6; P<0.001 versus con; HFpEF/Empa: 19.4±3.2; P<0.001 versus HFpEF). This was accompanied by improved hemodynamics and calcium handling and by reduced inflammation, hypertrophy, and fibrosis. Proteomic analysis demonstrated major changes in proteins involved in mitochondrial oxidative phosphorylation. Cardiac mitochondrial respiration was significantly impaired in HFpEF but restored by Empa (Vmax complex IV: con: 0.18±0.07 mmol O2/s/mg; HFpEF: 0.13±0.05 mmol O2/s/mg; P<0.041 versus con; HFpEF/Empa: 0.21±0.05 mmol O2/s/mg; P=0.012 versus HFpEF) without alterations of mitochondrial content. The expression of cardiolipin, an essential stability/functionality-mediating phospholipid of the respiratory chain, was significantly decreased in HFpEF but reverted by Empa (con: 15.9±1.7 nmol/mg protein; HFpEF: 12.5±1.8 nmol/mg protein; P=0.002 versus con; HFpEF/Empa: 14.5±1.8 nmol/mg protein; P=0.03 versus HFpEF). Transmission electron microscopy revealed a reduced size of mitochondria in HFpEF, which was restored by Empa. CONCLUSIONS: The study demonstrates beneficial effects of Empa on diastolic function, hemodynamics, inflammation, and cardiac remodeling in a rat model of HFpEF. These effects were mediated by improved mitochondrial respiratory capacity due to modulated cardiolipin and improved calcium handling.",2379,pubmed,308,Empagliflozin:0.8967; Heart failure with preserved ejection fraction:0.7909; Internal medicine:0.7522; Medicine:0.7135; Cardiology:0.6498; EMPA:0.5084; Heart failure:0.4738; Diastole:0.4653; Ejection fraction:0.3677; Diabetes mellitus:0.366; Endocrinology:0.3404; Type 2 diabetes:0.2905; Blood pressure:0.2836; Chemistry:0.1146; Mineralogy:0; Electron microprobe:0,Cardiovascular Function and Risk Factors:0.9418; Diabetes Treatment and Management:0.0227; Heart Failure Treatment and Management:0.0107,"Animals; Glucosides; Benzhydryl Compounds; Sodium-Glucose Transporter 2 Inhibitors; Heart Failure; Mitochondria, Heart; Disease Models, Animal; Diastole; Rats, Zucker; Stroke Volume; Male; Ventricular Function, Left; Rats, Inbred SHR; Electron Transport; Rats","Rats, Zucker; Rats, Inbred SHR; Rats"
https://openalex.org/W4391174126,https://doi.org/10.1161/circresaha.123.322381,38264909,Indole-3-Propionic Acid Protects Against Heart Failure With Preserved Ejection Fraction,2024,"BACKGROUND: Heart failure with preserved ejection fraction (HFpEF) is a common but poorly understood form of heart failure, characterized by impaired diastolic function. It is highly heterogeneous with multiple comorbidities, including obesity and diabetes, making human studies difficult. METHODS: Metabolomic analyses in a mouse model of HFpEF showed that levels of indole-3-propionic acid (IPA), a metabolite produced by gut bacteria from tryptophan, were reduced in the plasma and heart tissue of HFpEF mice as compared with controls. We then examined the role of IPA in mouse models of HFpEF as well as 2 human HFpEF cohorts. RESULTS: The protective role and therapeutic effects of IPA were confirmed in mouse models of HFpEF using IPA dietary supplementation. IPA attenuated diastolic dysfunction, metabolic remodeling, oxidative stress, inflammation, gut microbiota dysbiosis, and intestinal epithelial barrier damage. In the heart, IPA suppressed the expression of NNMT (nicotinamide N-methyl transferase), restored nicotinamide, NAD+/NADH, and SIRT3 (sirtuin 3) levels. IPA mediates the protective effects on diastolic dysfunction, at least in part, by promoting the expression of SIRT3. SIRT3 regulation was mediated by IPA binding to the aryl hydrocarbon receptor, as Sirt3 knockdown diminished the effects of IPA on diastolic dysfunction in vivo. The role of the nicotinamide adenine dinucleotide circuit in HFpEF was further confirmed by nicotinamide supplementation, Nnmt knockdown, and Nnmt overexpression in vivo. IPA levels were significantly reduced in patients with HFpEF in 2 independent human cohorts, consistent with a protective function in humans, as well as mice. CONCLUSIONS: Our findings reveal that IPA protects against diastolic dysfunction in HFpEF by enhancing the nicotinamide adenine dinucleotide salvage pathway, suggesting the possibility of therapeutic management by either altering the gut microbiome composition or supplementing the diet with IPA.",1985,pubmed,283,Heart failure with preserved ejection fraction:0.7716; Heart failure:0.6661; SIRT3:0.6627; Nicotinamide:0.5125; Internal medicine:0.5091; Diastole:0.5077; Endocrinology:0.4762; Medicine:0.4668; Oxidative stress:0.4495; Pharmacology:0.4426; Metabolite:0.4321; Gene knockdown:0.4317; Ejection fraction:0.4072; Sirtuin:0.348; Chemistry:0.3272; NAD+ kinase:0.314; Biochemistry:0.2248; Blood pressure:0.0883; Apoptosis:0.0655; Enzyme:0.0641,Cardiovascular Function and Risk Factors:0.7484; Cardiac Fibrosis and Remodeling:0.0968; Heart Failure Treatment and Management:0.0653,Humans; Mice; Animals; Heart Failure; Stroke Volume; NAD; Sirtuin 3; Cardiomyopathies; Indoles; Niacinamide; Propionates,Humans; Mice
https://openalex.org/W3123807922,https://doi.org/10.1016/j.jacc.2020.11.044,33509397,Etiology-Dependent Impairment of Diastolic Cardiomyocyte Calcium Homeostasis in Heart Failure With Preserved Ejection Fraction,2021,"BACKGROUND: Whereas heart failure with reduced ejection fraction (HFrEF) is associated with ventricular dilation and markedly reduced systolic function, heart failure with preserved ejection fraction (HFpEF) patients exhibit concentric hypertrophy and diastolic dysfunction. Impaired cardiomyocyte Ca2+ homeostasis in HFrEF has been linked to disruption of membrane invaginations called t-tubules, but it is unknown if such changes occur in HFpEF. OBJECTIVES: This study examined whether distinct cardiomyocyte phenotypes underlie the heart failure entities of HFrEF and HFpEF. METHODS: T-tubule structure was investigated in left ventricular biopsies obtained from HFrEF and HFpEF patients, whereas cardiomyocyte Ca2+ homeostasis was studied in rat models of these conditions. RESULTS: HFpEF patients exhibited increased t-tubule density in comparison with control subjects. Super-resolution imaging revealed that higher t-tubule density resulted from both tubule dilation and proliferation. In contrast, t-tubule density was reduced in patients with HFrEF. Augmented collagen deposition within t-tubules was observed in HFrEF but not HFpEF hearts. A causative link between mechanical stress and t-tubule disruption was supported by markedly elevated ventricular wall stress in HFrEF patients. In HFrEF rats, t-tubule loss was linked to impaired systolic Ca2+ homeostasis, although diastolic Ca2+ removal was also reduced. In contrast, Ca2+ transient magnitude and release kinetics were largely maintained in HFpEF rats. However, diastolic Ca2+ impairments, including reduced sarco/endoplasmic reticulum Ca2+-ATPase activity, were specifically observed in diabetic HFpEF but not in ischemic or hypertensive models. CONCLUSIONS: Although t-tubule disruption and impaired cardiomyocyte Ca2+ release are hallmarks of HFrEF, such changes are not prominent in HFpEF. Impaired diastolic Ca2+ homeostasis occurs in both conditions, but in HFpEF, this mechanism for diastolic dysfunction is etiology-dependent.",2003,pubmed,266,Internal medicine:0.8076; Heart failure:0.776; Medicine:0.7638; Cardiology:0.6901; Ejection fraction:0.6014; Heart failure with preserved ejection fraction:0.5967; Homeostasis:0.5626; Diastole:0.5469; Muscle hypertrophy:0.4506; Endocrinology:0.4446; Blood pressure:0.152,Cardiovascular Function and Risk Factors:0.9999; Cardiac electrophysiology and arrhythmias:0.9989; Cardiomyopathy and Myosin Studies:0.9975,"Aged; Aged, 80 and over; Calcium; Echocardiography; Female; Heart Failure, Diastolic; Homeostasis; Humans; Male; Middle Aged; Myocytes, Cardiac",Humans
https://openalex.org/W3206353100,https://doi.org/10.1038/s41598-021-00216-7,34667218,Arginine metabolism and nitric oxide turnover in the ZSF1 animal model for heart failure with preserved ejection fraction,2021,"Endothelial dysfunction and altered nitric oxide (NO) metabolism are considered causal factors in heart failure with preserved ejection fraction (HFpEF). NO synthase activity depends on the availability of arginine and its derivatives. Thus, we analyzed arginine, associated metabolites, arginine-metabolizing enzymes and NO turnover in 20-week-old female healthy lean (L-ZSF1) and obese ZSF1 rats (O-ZSF1) with HFpEF. Serum, urine and lysates of liver, kidney and heart were analyzed. There were significantly lower lysine (- 28%), arginine (- 31%), homoarginine (- 72%) and nitrite (- 32%) levels in serum of O-ZSF1 rats. Ornithine (+ 60%) and citrulline (+ 20%) levels were higher. Similar results were found in the heart. Expression of arginine consuming enzymes in liver and kidney was unchanged. Instead, we observed a 5.8-fold higher arginase 1 expression, presumably of granulocyte origin, in serum and > fourfold increased cardiac macrophage invasion in O-ZSF1. We conclude that inflammatory cells in blood and heart consume arginine and probably homoarginine via arginase 1 and inducible NO synthase and release ornithine and citrulline. In combination with evidence for decreased NO turnover in O-ZSF1 rats, we assume lower arginine bioavailability to endothelial NO synthase.",1287,pubmed,188,Arginase:0.9071; Arginine:0.7925; Internal medicine:0.6949; Citrulline:0.6717; Endocrinology:0.6472; Ornithine:0.6166; Nitric oxide synthase:0.6047; Nitric oxide:0.5863; Kidney:0.4837; Heart failure:0.4742; Argininosuccinate synthase:0.4634; Asymmetric dimethylarginine:0.4193; Chemistry:0.3881; Biology:0.3293; Medicine:0.3031; Biochemistry:0.2541; Amino acid:0.2507,Nitric Oxide and Endothelin Effects:0.9999; Heart Failure Treatment and Management:0.9989; Cardiovascular Function and Risk Factors:0.9983,"Animals; Arginase; Arginine; Disease Models, Animal; Female; Heart; Heart Failure; Kidney; Male; Metabolic Syndrome; Myocardium; Nitric Oxide; Obesity; Rats; Stroke Volume; Thinness; Ventricular Function, Left",Rats
